ID,DATE,Title,Author,Subjects,Publisher,Language
tenderlointimesj171unse,1993,Tenderloin Times (January\/February 1993),,Julie Scheff;Reuben Anderson;Michael Guyton;James Jackson;African American displacement;San Francisco Redevelopment Agency;Vernon Robinson;North of Market Senior Sobriety Center;Chinese Youth;Reverand Amos Brown;Luanna McGriff;Third Baptist Church;NAACP;Mayor Frank Jordan;Protests;San Francisco Redevelopment Agency;Crack Cocaine;Pat Swendson;Tenderloin Vacancies;Porn Shops;Prostitution;Tenderloin Youth Advocates;Tenderloin Action Project Inc;Josh Brandon;Carl Hedleston;Winter Shelter;Mayors Homeless Fund;Emergency Drop In Center;Salvation Army Shelter;Tenderloin Restaurants;Gordon Kiefer;Barbara Ferry;TB;AIDS outreach;Geoffrey Froener;Tom Calvanese;Ambassador Hotel;Asian AIDS project;Transgender HIV;Tenderloin AIDS Resource Center;Carl Simmons;Black History Month;Michael Guyton;Julie Scheff;Geoffrey Houston;The Luggage Store;Frank Newsome;Renee Jones;Hospitality House Art Program;Yolanda Rhodes;Max Roach;Year of the Rooster,Central City Hospitality House,"eng"",""khm"",""Lao"",""vie"
richmondreview73unse,1994,Richmond ReView,,"Argonne Elementary School;Celebrates 75th anniversary;Assmann, David;Recycle during holidays;Better Health Foundation- Robert Louie Family Cancer Support Program;CATS;also;Celebration of Craftswomen;elves needed for fair;Demolition Control Ordinance, Residential Rezoning, Demolitions: Planning Code rewrite;3644 Anza house demolition delayed;Demolition Control Ordinance, Residential Rezoning, Demolitions: Planning Code rewrite;City proposed splitting City in 2 with new controls plan;Elections;Fraud charges made in Fang BART race;Family Caregiver Alliance;volunteers needed brief;Fang, James;election fraud charges levied;Geary Blvd. Light Rail (BRT);Muni seeks input on proposed changes;Geary Blvd. Merchants Association;Creating holiday mood with banners brief;George Washington H.S. Eagles;Lose to Galileo in football playoffs free;Golden Gate Park;AIDS Memorial Grove 'healing circle,';Golden Gate Park;Bras across the park free;Golden Gate Park;Protesters march to ban cars;History;Rowing Kelly's Pond free (1880s);Jacoby\/Chatham, Laura;Gene O'Connell, Ballet twins in Nutcracker, Tom Sweeny, Zaza, Temple Emanu-El;Jordan, Mayor Frank;Curfew law;Kolmar, Ginny;Village Pizzeria;Lee, John M.;Sales of apartments;LETTERS TO THE EDITOR;Muni response to SORE letter;Lincoln Park Safeway (See Albertsons also);Developer hopes to renew plan, works w\/mayor's office;M.H. de Young Memorial Museum;Plans future w\/ increased space due to AAM moving to civic center;Neighborhood Emergency Response Team (NERT);Upcoming classes brief;Ocean Beach;Sewage overflows from record rains;Perrigan, Dana;If only I had a Harley;Presidio Army Post\/Park;Letterman, UC break off talks for leasing;Public Health (Government) Service Hospital;Toxic cleanup plan revised;Richmond Police (Station);ATM safety brief;Richmond Police (Station);Crime rate dips 26% for year;Richmond Police (Station);Donated bears with Laurie Brophy free;Richmond Police (Station);Experts warn about increased fraud, forum;Richmond Police (Station);Police nab 3 in string of robberies;Richmond Police (Station);Three youths charged with youth's murder at Lincoln Park;Richmond Recreation Center (Sutro Annex site);Parking plan debated;Robert Louie Family Cancer Support Program;SF Fire Dept.;Tips on Christmas tree safety;SF Jewish Community Center;Inexpensive lunches for seniors brief;SF Unified School District;School assigning boundary changes proposed;Teng, Mabel;Historic first election victory free;Town School;8th Grade team wins ISAL championship;UCSF-Laurel Heights;City Science Program free;UCSF-Laurel Heights;Visually impaired forum brief;Who's Coming, Going;YMCA (Richmond);Middle school students winter camp sessions brief;Zecher, Rita;Writer, feature",Paul Kozakiewicz,eng
tomokan1994roll,1994,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
potreroview11unse_1,1994,The Potrero View,,hunger;Martin De Porres;House of Hospitality;St. Teresa's Church;Food Bank;Cityview Church;San Francisco General Hospital;Headstart;Samoa Mo Samos;election;library;Ten Years Ago column;trash;Fire Station;Christmas in April program;Anna Buck;Quickview;International Studies Academy (ISA);ZAP Substance Abuse;Classifieds,The Potrero View,eng
New_Bernal1994_02,1994,New Bernal Journal,,Community Congress; Sixteen Libraries Face Closure; Sewer Shaft Meeting; New Beginnings at Bernal Library; GMC Award; Brenal Heights Playground; Racism and the SFPD; Youth & Senior News: Christmas Cable Car; Natural History: Blue-Flowered Spring Bulb; Good Prospect Garden,Bernal Heights Neighborhood Center,eng
richmondreview64unse,1994,Richmond ReView,,"American Lung Association;Quit smoking clinic brief;Asian Art Museum;Resignations continue, no budget disclosed;Assmann, David;Richmond District recycling results;Beach Chalet;Concessionaires sought to assist visitors center;Bison, GG Park;Chinese New Year;Lion Dancers and Year of the Dog;Clement St. Produce Markets;New law goes into effect;Demolition Control Ordinance, Residential Rezoning, Demolitions: Planning Code rewrite;Face final vote;Free Clinic, San Francisco (Clement St.);Gang Activity, Rich.;Captain warns for Chinese NY;Geary Blvd. Merchants Association;Sponsor cleanup;Geriatric Services Community Center;Golden Gate Park;Another goose gone;Golden Gate Park;Bison  Golden Gate Park;Removing old\/dying trees from park;Green City Volunteer Network;brief;History;Birds eye view of Laurel Hgts.\/Lone Mountain w\/ Bay Bridge in bkgd. (1930's);Homeless;Cleared from Park Presidio Blvd.;Jacoby\/Chatham, Laura;Blue Danube, St. Josephs\/St. Elizabeths, Joseph Art School;Jordan, Mayor Frank;Matrix program;Kopp, Senator Quentin;Send in legislative ideas;Lee, John M.;Previewing 1994;LETTERS TO THE EDITOR;Scam artist getting money for garage, Light rail rebuff;Lowell HS;New plan in works;Mid Winter Fair;Centennial celebration plans;Otten, Captain Peter;Pacific Heritage Museum;Opening of new Thailand exhibit  Park Presidio Blvd.;Homeless encampments cleared;Perrigan, Dana;Mapping my destiny;Playland 'at the Beach' (parcels 3 and 4);Richmond Transport Project freestanding;Richmond Police (Station);Capt. Otten  Richmond Police (Station);Police make burglary arrests;Richmond Police (Station);See suspects in 10\/Clement murder (mug shots);Richmond Police (Station);Sponsor cleanup;Richmond ReView;Honored by Senator Marks for 5 years;Richmond Transport Project (sewers);Parcel 4 construction beginning freestanding;Sears;Eclectic mix of stores opening;Surfing;Feature of Ocean Beach;Tyson, Eric;Tips on consumer\/credit card debt;UCSF-Laurel Heights;CA Supreme Ct. decision sending case back to appeals court",Paul Kozakiewicz,eng
noevalleyvoice1810unse,1994,Noe Valley Voice,,Dogs in Parks;St. Vincent de Paul;Voice Vacation;Block from Hell;Letters 29\u00a2;Jamestown;Dolan Eargle;Harry Steps;Police Beat;Lee Hopkins;Short Takes;Library;Mia's Flowers;Overpass Seismic Retrofit;Christmas Festivities;Army Street;Senior's Christmas Bazaar;Craft Fair;Homeschoolers;Bluegrass Benefit;Brownies;12-Step Communion;Poems;Aunt Hermione's Kitchen;Joshua Loren Moser;Let Bylines be Bylines;Demistifying Fog City Radio;History;A Most Moving Cup of Coffee;More Mouths to Feed;Jeremy Aaron Moser;Peter Ochi Bell;Florence's Family Album;Noe Valley Is Treemendous;More Groups to Join;Rumors;More Books to Read;Noe Valley Ministry Community Building Fund;Class Ads;Calendar;Zippy,Sarah Smith & Jack Tipple,eng
New_Bernal1994_06,1994,New Bernal Journal,,"Miracle on Precita Avenue: Christmas in April; Stewards of the Urban Forest; Flynn Elementary; Carnaval; Cinco de Mayo; Senior & Youth News: Children, Youth and Fmailies Coalition; Natural History: Farewell-to-Spring; Alemany Gardens; Geographical History of the Hill; Children's Creative Writing; Bernal Library News",Bernal Heights Neighborhood Center,eng
New_Bernal1995_11,1995,New Bernal Journal,,Tom Ammiano Runs for Mayor; Ammiano's Picks 'n Pans Election Advice; Christmas in April; Urban Forest; Editorial: Reactions to the Million Man March; Fiesta on the Hill Photo Essay; Ask Dr.Nabler; Power of the Press,Bernal Heights Neighborhood Center,eng
richmondreview75unse,1995,Richmond ReView,,"Assmann, David;Tin cans;Chinese New Year;Year of the Boar  Claire Lilienthal School;Starlight auction brief;Friends of the Urban Forest;now is the time to care for trees;Geary Blvd. Merchants Association;merchants plan luncheon to honor capt.;Golden Gate Park;Applications in to manage stables;Golden Gate Park;Winter storms batter parks;History;Fulton and Stanyan free;Immigrants\/Immigration;Prop. 187 affects;Jacoby\/Chatham, Laura;Ben Kozak born;Jordan, Mayor Frank;City Hall moving to temp. quarters;Lee, John M.;Condos offer first step;Mark Twain;retracing the route he took  Parents Place;preschool preview night;Perrigan, Dana;Good friend Gary;Quade, Henry Jr.;Supreme Ct. refuses review;Richmond Branch Library (Sen. Milton Marks);Super volunteer Richard Moreno free.;Richmond Police (Station);3 pedestrians killed in 1 month;Richmond Recreation Center (Sutro Annex site);Neighbors protest parking scheme;SF Commission on the Aging;free tax assistance for seniors;SF Commission on the Aging;new guide for seniors;SF Planning Commission;demolition of 3644 Anza ok'd;St. Monica's School;feature for silver anniversary;Tom, Chesley (with Loyd Cribbs);Recreation Center column;Veteran's Administration Medical Center (Clement St.);Permit parking near hospital;YWCA;kicks off annual fundraising drive",Paul Kozakiewicz,eng
tenlakessnowmobi1995tenlrich,1995,Ten Lakes snowmobile trail system : environmental assessment,"Ten Lakes Snowmobile Club;Montana. Dept. of Fish, Wildlife, and Parks. Region 1",Snowmobiling;Trails;Winter sports facilities,"[Kalispell, MT : The Dept.]",eng
richmondreview74unse,1995,Richmond ReView,,"Baby Points Program;brief;Community Music Center;feature w\/history;Demolition Control Ordinance, Residential Rezoning, Demolitions: Planning Code rewrite;Vote may be coming in Jan.;French\/Kaiser Hospital;Plans outlined for 5 and 10 year plans;Golden Gate National Recreation Area;Campfire free;Golden Gate Park;Sharon Art Studio  History;Streetcar crash free (1945);Homes that Pay;homebuyers free pamphlet brief;Jacoby\/Chatham, Laura;George Choppelas, Senior Citizen Resource Directory, Art Institute, Potty Guide;Jordan, Mayor Frank;View for 1995;Kolmar, Ginny;Cafe Riggio;Lee, John M.;Real estate trends for 1995;LETTERS TO THE EDITOR;RAMS counseling services;Ocean Beach;Birds surveyed,  Parents Place;New programs begin brief;Perrigan, Dana;Everything is Wonderful;Proposition J (Children's amendment);Critics blast new proposal from mayor;Randall Museum;docents needed brief;Richmond Branch Library (Sen. Milton Marks);Lion dancers brief;Richmond Police (Station);Grocer survives shooting;Richmond Recreation Center (Sutro Annex site);Parking 'compromise' variance granted;Robbery;Grocer shot;SF Bicycle Coalition;Input sought for bike routes in City;SF Recycling Program;urges Christmas tree recycling;SF Small Business Network;seeks Owner of the Year brief;SF Water Dept.;toilet exchange brief;SF Zoo;Winterfest 1994 free of bear;Sharon Art Studio;Sutro Heights Park;dog-walking stroll along parapet free;UCSF-Laurel Heights;seeking pain sufferers for study brief",Paul Kozakiewicz,eng
tomokan1995roll,1995,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
helenasnowdrifte00bozerich,1996,"Helena Snowdrifters Snowmobile Trail System, environmental review",,Snowmobiling;Trails;Winter sports facilities,"[Bozeman? : Montana Department of Fish, Wildlife &amp; Parks]",eng
biologyconservat00alon,1996,Biology and conservation of overwintering monarch butterflies in Mexico,"Alonso-Mejia, Alfonso",Monarch butterfly--Mexico;Monarch butterfly--Wintering.,"Gainesville, FL,",eng
cranemountaindes00montrich,1996,"Crane Mountain, Desert Mountain &amp; Canyon Creek snowmobile trail system : draft environmental assessment","Montana. Dept. of Fish, Wildlife, and Parks. Region 1;Flathead Snowmobile Association",Snowmobiling;Trails;Winter sports facilities,"[Kalispell], MT : The Dept.",eng
seventeenmileeasmontrich,1996,"Seventeen mile\/east fork, Spread\/Pete Creek, Keeler Creek snowmobile trails : draft environmental assessment","Montana. Dept. of Fish, Wildlife, and Parks. Region 1",Snowmobiling;Trails;Winter sports facilities;Snowmobiling,"[Kalispell], MT : The Dept.",eng
olneysnowmobilet00montrich,1996,Olney snowmobile trail : draft environmental assessment,"Montana. Dept. of Fish, Wildlife, and Parks. Region 1;Flathead Snowmobile Association",Snowmobiling;Trails;Winter sports facilities,"[Kalispell], MT : The Dept.",eng
tomokan1996roll,1996,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
garnetrangewinte55mont,1996,Garnet Range winter trails management plan and environmental assessment,Montana. Wildlife Division;United States. Bureau of Land Management. Garnet Resource Area,Trails;Winter sports facilities;Winter sports,"[Missoula, MT : The Division]",eng
richmondreview94unse,1997,Richmond ReView,,"Assmann, David;Shop Smart Campaign;Mayor Willie Brown;Giant's new ballpark;lighting Christmas tree;Chinese New Year;Ox retires rat, dominates the heavens;Enterprise for High School Students;Brian Fewer;Aaron Glantz;Hetch Hechy;History;1912 aerial view of west end;Jette Jensen;Ginny Kolmar;Chapeau!;Lake Merced;PUC;John M. Lee;real estate slump over;Dr. Pamela Lewis;Mountain Lake Park;Ocean Beach;plan to leash dogs draws ire;Palace of the Legion of Honor;Richmond Neighborhood Coalition;Russian Emigres;Say YES campaign;SF Jewish Community Center;SF Refugee Elder Care Collaborative;Strybing Aboretum",Paul Kozakiewicz,eng
bigskysnowriders00bozerich,1997,Big Sky Snowriders Snowmobile Trail System : environmental review,,Snowmobiling;Trails;Winter sports facilities,"[Bozeman?, MT : Montana Fish, Wildlife &amp; Parks]",eng
tomokan1997roll,1997,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
personalaccounts00mcki,1997,"Personal accounts of events, travels, and everyday life in America : an annotated bibliography","McKinstry, E. Richard","Winterthur Library--Catalogs;American diaries--Bibliography --Catalogs;Travelers' writings, American--Bibliography--Catalogs;United States--Description and travel-- Bibliography--Catalogs;United States--Social life and customs--Bibliography--Catalogs",Henry Francis du Pont Winterthur Museum,eng
tomokan1998roll,1998,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan1999roll,1999,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan2000roll,2000,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan2001roll,2001,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan2002roll,2002,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan2003roll,2003,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
guidetowinterthu00jose,2003,Guide to the Winterthur Library :  the Joseph Downs Collection and the Winterthur Archives,Joseph Downs Collection of Manuscripts & Printed Ephemera,"Du Pont family-- Archives-- Catalogs;Du Pont family-- Archives-- Catalogs; Joseph Downs Collection of Manuscripts & Printed Ephemera --Catalogs; Decorative arts--United States--History --Sources -- Bibliography--Catalogs; Manuscripts, American --Catalogs; American diaries-- Bibliography-- Catalogs; United States--History--Sources-- Bibliography -- Catalogs; Winterthur Archives--Catalogs; Winterthur Library--Catalogs.","Winterthur Museum, Garden",eng
managementofbals00cowl,2003,Management of balsam twig aphids in Christmas trees,"Cowles, Richard Steven;Connecticut Agricultural Experiment Station",Fir;Balsam twig aphid;Aphids;Christmas tree industry,New Haven : Connecticut Agricultural Experiment Station,eng
